AREA,DISTRICT,SAFETY
area_3,Other,57.11
area_3,Other,57.44
area_3,Other,62.73
area_1,,54.44
area_4,Other,40.68
,,60.13
area_5,Other,66.66
,,56.74
area_4,Other,55.76
area_5,,66.53
area_5,Other,66.47
area_2,Other,55.24
area_1,Other,59.43
area_2,Other,59.62
area_4,,54.42
area_5,25.0,60.51
area_1,Other,55.74
area_3,Other,54.92
area_1,Other,50.76
area_3,Other,63.7
area_2,Other,51.33
area_4,Other,49.75
area_4,,47.43
area_2,Other,53.52
area_5,Other,69.42
area_5,25.0,59.8
area_2,Other,57.52
area_2,Other,66.27
area_3,Other,66.95
area_3,Other,64.43
area_3,Other,62.15
area_4,Other,53.9
area_4,Other,49.92
area_2,Other,55.75
area_3,Other,68.21
area_3,Other,57.68
area_5,Other,68.65
area_3,Other,60.1
area_5,Other,67.41
area_4,Other,57.57
area_2,Other,72.61
area_4,Other,58.77
area_5,Other,75.93
area_4,Other,50.18
area_5,Other,67.27
area_5,25.0,66.95
area_3,Other,67.5
area_3,Other,50.79
area_1,Other,41.2
,,63.41
area_2,Other,48.22
area_1,Other,53.74
area_2,Other,45.77
area_3,Other,70.8
area_5,25.0,61.28
area_2,Other,56.77
area_1,Other,45.22
area_2,Other,54.87
area_1,Other,64.31
area_1,Other,59.77
area_1,Other,49.2
area_5,25.0,62.03
area_2,Other,51.2
area_3,Other,59.61
area_5,25.0,55.02
area_5,25.0,65.21
area_3,Other,56.21
area_2,Other,50.45
,,61.02
,,61.02
,,62.02
,,62.02
area_2,Other,50.18
area_2,Other,53.64
area_2,Other,61.63
area_2,Other,58.84
area_3,Other,60.89
area_5,25.0,67.53
area_3,Other,66.37
area_1,Other,59.07
area_5,Other,63.97
area_3,Other,63.01
area_2,Other,50.76
area_2,Other,61.45
area_1,Other,52.62
area_4,Other,54.54
area_5,Other,69.71
area_1,Other,54.77
area_3,Other,59.63
area_1,Other,60.57
area_5,25.0,55.39
area_5,Other,62.16
area_3,Other,66.57
area_3,Other,50.9
area_5,Other,60.79
area_3,Other,55.24
area_1,Other,43.84
area_5,25.0,58.78
area_1,Other,56.28
area_5,Other,63.61
area_1,Other,49.38
area_5,Other,65.61
area_5,Other,58.97
area_5,,64.27
Other,,54.42
area_3,Other,63.22
area_1,Other,50.52
Other,,59.06
Other,,56.94
area_4,Other,57.8
area_3,Other,57.92
area_3,,59.68
area_3,Other,67.98
area_5,25.0,52.3
area_1,,52.03
area_3,Other,63.57
Other,,63.48
area_3,,68.19
area_5,Other,58.25
area_1,Other,57.64
Other,,59.35
area_5,Other,67.89
area_4,Other,49.22
area_3,Other,59.46
area_3,Other,66.92
area_2,Other,59.56
area_3,Other,59.29
area_5,Other,67.38
area_5,25.0,53.56
area_2,Other,49.94
area_1,Other,50.81
area_3,Other,68.24
area_5,Other,57.39
area_4,Other,51.53
area_3,Other,65.48
area_1,Other,58.66
area_2,Other,62.86
area_1,Other,45.41
area_3,Other,55.59
area_1,Other,48.47
area_5,25.0,57.48
area_5,25.0,60.17
area_1,Other,51.57
area_2,,53.15
area_1,Other,57.91
area_2,Other,54.5
area_3,Other,67.37
area_2,Other,59.49
Other,,61.05
area_5,Other,66.96
Other,,66.22
area_4,Other,56.13
area_3,Other,53.94
area_3,Other,70.71
area_3,Other,55.53
area_3,Other,63.82
area_3,Other,56.0
area_2,Other,51.13
area_4,,52.78
area_3,Other,59.55
area_3,Other,63.32
area_2,Other,51.63
area_3,Other,55.33
area_5,Other,69.9
area_1,Other,57.25
area_5,Other,69.72
area_3,Other,68.32
area_3,Other,54.15
area_2,Other,62.82
Other,,48.63
area_4,Other,55.37
area_1,Other,46.76
area_2,Other,69.19
area_4,Other,49.51
area_5,25.0,62.12
area_1,Other,44.33
area_5,Other,61.6
area_4,Other,50.09
area_5,Other,54.92
area_3,Other,67.03
area_1,Other,44.99
area_2,Other,53.68
area_5,,65.15
area_1,Other,52.23
area_2,Other,43.1
area_5,Other,59.47
area_3,Other,63.53
area_2,Other,55.23
area_2,Other,69.32
area_2,Other,57.3
,,59.02
area_5,,62.05
area_2,Other,48.41
area_5,Other,69.12
area_1,Other,56.98
area_5,25.0,62.35
Other,,59.37
area_5,Other,62.35
area_5,Other,67.92
area_1,Other,45.43
area_3,Other,69.21
area_2,Other,54.4
area_5,Other,61.42
area_5,25.0,59.84
area_5,25.0,57.89
area_5,Other,63.78
area_4,,50.78
area_3,Other,65.33
area_3,Other,55.44
Other,,64.82
area_5,Other,61.94
area_4,Other,45.1
area_1,,55.05
area_1,Other,43.7
area_2,Other,43.91
area_1,Other,56.83
area_4,Other,49.66
area_2,Other,34.24
area_3,Other,61.18
area_3,Other,61.78
area_5,Other,67.97
area_3,Other,67.94
Other,,59.36
area_1,Other,61.72
area_2,Other,53.14
area_5,Other,68.0
area_3,Other,64.03
area_3,Other,56.54
area_1,Other,59.58
area_3,Other,52.72
area_3,Other,60.47
area_2,Other,53.27
area_1,Other,59.04
area_3,Other,68.92
area_1,Other,57.0
area_4,Other,45.66
area_3,Other,52.8
area_3,Other,62.17
area_1,Other,56.56
Other,,60.37
area_2,Other,57.66
area_1,Other,56.6
area_1,Other,58.22
area_5,25.0,63.8
area_4,Other,57.38
area_4,Other,47.56
area_2,Other,51.05
area_1,Other,58.28
area_1,Other,51.99
area_2,Other,57.71
area_3,Other,62.71
area_5,25.0,56.78
Other,,52.51
area_1,Other,53.46
area_4,Other,49.01
area_1,Other,59.76
area_4,Other,54.03
area_2,Other,55.17
area_2,Other,53.27
area_4,,54.12
area_3,Other,53.01
area_3,Other,65.12
area_5,Other,65.26
area_3,,60.22
area_5,Other,80.33
,,59.84
,,59.84
area_1,Other,62.48
area_3,Other,62.76
area_5,Other,67.59
area_2,Other,57.24
area_5,25.0,56.34
area_2,Other,54.37
area_1,Other,64.82
area_3,Other,61.51
area_3,Other,55.57
area_1,Other,53.88
area_1,Other,56.24
area_3,Other,69.63
area_5,Other,65.27
area_3,Other,68.49
area_4,Other,60.25
area_3,Other,63.61
area_5,Other,65.63
area_5,Other,67.49
area_5,Other,65.06
area_2,Other,50.78
area_3,Other,69.07
area_4,Other,48.77
,,61.67
,,61.67
area_2,Other,58.7
area_3,Other,63.27
area_1,Other,56.18
area_1,Other,56.5
area_1,Other,64.36
area_2,Other,68.62
area_1,Other,56.86
area_1,Other,54.77
area_3,Other,70.8
area_3,Other,59.31
area_2,Other,69.0
area_5,25.0,65.32
area_1,Other,51.5
area_2,Other,59.72
area_3,Other,70.49
area_3,Other,57.77
area_3,Other,53.22
area_1,Other,59.46
area_5,25.0,56.45
area_4,Other,38.41
,,64.76
,,64.76
area_3,Other,65.04
area_3,,58.87
area_3,Other,58.36
area_1,Other,50.15
area_3,Other,75.8
area_3,Other,68.23
area_3,Other,70.11
area_1,Other,60.05
area_5,25.0,56.58
area_2,Other,61.08
area_3,Other,69.22
area_1,Other,62.25
area_5,Other,59.1
area_2,Other,57.51
area_2,Other,52.94
area_5,Other,72.51
area_5,Other,70.09
area_1,Other,59.05
area_3,Other,67.41
area_3,Other,59.98
area_3,Other,66.23
area_5,,62.33
area_1,Other,55.8
area_1,Other,55.08
area_4,Other,54.8
area_2,,60.75
area_1,Other,54.03
area_3,Other,50.57
area_5,Other,66.22
area_2,Other,62.0
area_1,Other,44.22
area_5,Other,73.4
area_2,Other,53.21
area_1,Other,59.23
area_3,Other,63.82
area_5,Other,66.12
area_5,25.0,59.48
area_3,Other,62.55
Other,,66.93
area_5,25.0,55.37
area_3,Other,61.38
area_3,Other,58.93
area_5,Other,67.0
area_1,Other,62.56
area_1,Other,49.97
area_5,Other,67.32
area_5,25.0,49.21
area_1,Other,51.09
area_2,Other,48.08
area_5,Other,64.99
area_3,Other,51.92
area_3,Other,71.17
area_1,Other,63.14
area_3,Other,52.11
area_2,Other,58.24
area_3,Other,68.24
area_3,Other,52.26
area_4,Other,54.61
area_1,Other,41.61
area_2,Other,51.68
area_1,Other,48.12
area_3,Other,67.01
area_3,Other,65.09
area_4,Other,41.97
area_2,Other,52.37
area_5,25.0,62.26
area_3,Other,65.55
area_5,Other,62.07
area_3,Other,65.67
area_5,Other,61.88
area_3,Other,58.89
area_3,Other,59.08
area_2,Other,49.93
area_4,Other,61.19
area_2,Other,60.79
area_3,Other,65.06
area_2,Other,58.56
area_1,Other,44.99
area_1,Other,55.52
Other,,57.51
,,64.68
,,64.68
area_2,Other,60.06
area_2,Other,55.96
area_3,Other,57.67
area_5,Other,72.01
area_3,Other,72.46
area_5,Other,69.07
area_5,Other,63.87
area_1,Other,49.87
area_4,,54.34
area_1,Other,52.9
area_3,Other,59.44
area_4,Other,58.44
area_1,Other,56.8
area_3,Other,57.22
area_3,Other,60.78
area_4,Other,57.92
area_3,Other,59.75
area_5,Other,61.99
area_4,,55.26
area_3,Other,58.57
area_1,Other,53.78
area_1,Other,58.45
area_5,Other,76.24
area_4,Other,48.04
area_2,Other,48.99
area_4,Other,62.07
area_2,Other,56.65
area_1,Other,51.51
area_5,25.0,64.06
area_5,Other,62.47
Other,,56.34
area_5,Other,64.39
area_2,Other,52.81
area_3,Other,62.09
area_1,Other,60.81
area_1,Other,51.16
area_1,Other,58.93
area_3,Other,69.21
area_1,Other,60.43
area_3,Other,61.85
area_1,Other,53.26
area_5,25.0,55.36
area_1,Other,44.84
area_3,Other,70.34
area_4,Other,46.55
area_2,Other,46.62
area_5,Other,62.2
area_5,Other,64.57
area_4,Other,47.43
area_1,Other,64.63
area_3,Other,58.33
area_3,Other,69.59
,,58.67
area_4,Other,50.23
area_2,,54.79
area_5,Other,62.83
area_3,Other,57.75
area_1,Other,58.24
area_1,Other,60.24
area_2,,54.78
area_5,,63.48
area_3,Other,54.94
area_3,Other,65.91
area_3,Other,69.75
area_3,Other,55.75
area_1,Other,45.84
area_2,Other,55.14
area_5,Other,59.4
area_4,Other,58.69
area_1,Other,57.05
area_1,Other,57.46
area_2,Other,55.46
area_1,Other,60.18
area_5,Other,68.65
area_4,Other,62.19
area_3,Other,61.92
area_2,Other,62.89
area_2,,54.42
area_5,Other,62.3
area_3,Other,59.83
area_1,Other,49.13
area_1,Other,55.89
area_1,Other,55.31
area_2,Other,49.78
area_3,Other,60.8
area_5,Other,68.58
area_5,Other,59.08
area_5,Other,64.51
area_2,Other,48.43
area_5,Other,65.57
area_1,Other,62.15
area_4,,56.74
area_2,Other,61.61
area_2,Other,56.97
area_1,Other,37.61
area_5,Other,65.3
area_5,Other,62.58
area_4,Other,55.61
Other,,65.48
area_2,Other,53.06
area_2,Other,49.85
area_5,Other,71.64
area_1,Other,62.39
area_3,Other,65.47
Other,,57.61
Other,,60.56
area_1,Other,60.12
area_1,Other,52.77
area_5,Other,62.11
area_2,Other,53.76
area_3,Other,70.47
area_3,Other,60.67
Other,,66.65
area_5,25.0,63.64
area_2,Other,50.43
area_4,,47.82
area_1,Other,57.75
area_1,Other,52.64
area_1,Other,64.53
area_3,Other,61.31
area_4,Other,52.45
area_3,Other,58.67
area_1,Other,55.08
area_3,Other,65.35
area_3,Other,60.07
area_2,Other,38.89
area_5,Other,64.55
area_3,Other,58.73
area_5,25.0,55.2
area_2,Other,57.56
area_4,Other,56.7
area_1,Other,47.63
area_3,Other,63.43
area_1,Other,56.22
area_3,Other,51.63
area_3,Other,63.03
area_2,Other,68.11
area_2,Other,56.74
area_3,Other,60.05
area_4,Other,55.27
area_5,Other,71.02
area_3,Other,48.74
area_2,Other,45.18
area_2,Other,57.73
area_1,Other,51.88
area_3,Other,67.34
area_1,,59.19
area_4,Other,58.0
area_3,Other,54.28
area_3,Other,63.93
area_1,Other,52.74
area_3,Other,52.04
area_3,Other,54.52
area_1,Other,59.36
area_3,Other,59.47
area_1,Other,58.1
area_3,Other,61.41
area_3,Other,67.32
area_2,Other,60.2
Other,,59.98
area_4,Other,47.75
area_5,Other,49.17
area_2,Other,57.46
area_2,Other,57.07
area_5,25.0,57.72
area_1,Other,51.03
area_5,Other,61.71
area_5,25.0,57.23
area_3,Other,70.47
area_2,Other,48.47
area_4,Other,40.65
area_2,,46.71
area_3,Other,57.93
area_4,Other,50.72
area_5,Other,69.92
area_3,Other,73.04
area_1,Other,62.55
area_5,Other,67.63
area_1,,56.05
area_2,Other,54.73
area_2,Other,57.88
area_3,Other,64.77
area_3,Other,61.11
area_3,Other,53.86
area_1,Other,48.75
area_1,Other,62.64
area_5,Other,74.92
area_3,Other,72.91
area_2,Other,54.31
area_1,,54.65
area_1,Other,56.73
area_4,Other,58.56
area_5,25.0,56.35
area_3,Other,56.37
area_1,Other,50.76
area_3,Other,61.95
area_3,Other,75.97
area_5,25.0,60.25
area_4,Other,48.03
area_3,Other,66.07
area_5,Other,63.37
area_3,Other,68.73
area_1,Other,65.03
area_3,Other,53.58
area_1,Other,48.62
area_3,Other,45.36
area_3,Other,55.5
area_1,Other,65.56
area_4,,50.43
area_3,Other,69.63
area_2,Other,48.77
area_3,Other,64.08
area_5,Other,64.54
area_4,Other,47.74
area_1,Other,51.42
area_5,Other,76.66
area_4,Other,54.76
area_1,Other,56.97
area_3,Other,59.07
area_1,Other,54.17
area_3,Other,64.41
area_1,Other,62.21
area_3,Other,54.51
area_5,Other,71.33
area_5,Other,59.65
area_3,Other,59.7
area_1,Other,51.58
area_3,Other,67.41
area_1,,45.81
area_4,Other,64.56
area_3,Other,70.54
area_3,Other,67.91
area_5,Other,65.64
area_3,Other,58.96
area_5,Other,66.35
area_3,Other,68.96
area_1,Other,45.25
area_3,Other,67.18
area_3,Other,66.12
Other,,63.88
area_3,Other,60.61
area_3,Other,66.17
area_3,Other,72.56
area_3,Other,41.92
area_5,25.0,64.52
area_3,Other,62.82
area_2,Other,49.71
area_1,Other,45.24
area_3,Other,60.85
,,57.81
,,57.81
area_5,Other,60.38
area_3,Other,66.27
area_3,,63.46
area_5,Other,65.37
area_3,Other,59.03
area_4,Other,48.02
area_3,Other,55.26
area_3,Other,70.54
area_3,Other,59.65
area_1,Other,53.81
area_1,Other,47.95
,,63.22
,,63.22
area_2,Other,48.75
area_1,Other,38.93
Other,,59.5
area_2,,54.62
area_5,25.0,63.59
area_4,Other,52.12
area_1,Other,56.3
area_5,Other,63.37
area_5,25.0,57.34
area_4,Other,51.35
area_1,Other,57.2
area_2,Other,58.15
area_5,Other,65.78
area_3,Other,70.86
area_4,Other,45.82
area_3,Other,62.34
area_2,Other,55.68
area_5,25.0,61.06
area_5,Other,67.8
area_3,Other,62.19
area_1,Other,50.82
area_1,Other,59.09
area_1,Other,44.11
area_5,,62.31
area_3,Other,67.43
area_2,Other,52.97
area_1,Other,55.49
area_4,Other,51.48
area_2,Other,65.78
area_5,25.0,56.48
area_1,Other,59.78
area_4,Other,38.25
area_4,Other,54.68
area_3,Other,55.51
area_4,Other,64.99
area_4,Other,55.36
area_1,Other,54.71
area_2,Other,54.93
area_4,Other,51.24
area_3,Other,69.38
area_1,Other,46.84
area_3,Other,72.75
area_5,25.0,53.55
area_5,Other,72.42
area_4,Other,62.35
area_3,Other,68.31
area_1,Other,59.71
area_4,Other,54.24
area_4,Other,64.12
area_1,Other,44.86
area_2,Other,57.86
area_1,Other,55.69
area_1,Other,57.83
area_3,Other,52.18
area_4,,56.42
area_2,Other,61.7
area_1,,52.4
area_4,Other,50.09
,,59.16
,,59.16
area_3,Other,68.55
area_4,Other,46.62
area_1,Other,60.6
area_3,Other,66.97
area_3,Other,63.89
area_1,,54.6
area_2,Other,59.24
area_5,Other,67.82
,,58.33
area_5,Other,56.57
area_5,25.0,57.69
area_3,Other,58.78
area_5,Other,62.71
area_3,Other,76.29
area_4,Other,55.79
area_4,Other,54.4
area_1,Other,45.03
area_1,Other,60.49
area_3,Other,66.35
area_3,Other,44.65
area_1,Other,49.3
area_3,Other,65.38
area_1,Other,60.07
area_2,Other,50.53
area_2,Other,57.53
area_5,Other,65.7
area_3,Other,60.68
area_1,Other,56.51
area_2,Other,55.15
area_5,25.0,54.73
area_5,Other,63.59
area_2,Other,66.23
area_1,Other,51.43
area_2,Other,53.92
area_3,Other,43.72
area_3,Other,63.2
area_1,Other,59.4
area_3,Other,59.19
area_4,Other,44.67
area_3,Other,67.52
area_2,Other,41.52
area_5,Other,69.92
area_4,,49.77
area_1,Other,57.69
area_3,,62.89
area_1,Other,48.82
area_1,Other,58.63
area_2,Other,62.38
area_5,Other,65.85
area_2,Other,46.74
area_5,Other,61.13
area_4,Other,62.34
area_1,Other,45.26
area_3,Other,63.67
area_1,Other,57.6
area_1,Other,50.11
area_2,Other,44.44
area_4,Other,53.28
area_1,Other,60.53
area_3,Other,59.71
area_3,Other,49.91
area_2,Other,56.83
area_3,Other,67.97
area_4,Other,51.58
area_1,Other,51.31
area_3,Other,65.42
area_4,Other,52.26
area_1,Other,62.68
area_1,Other,63.61
area_3,Other,69.75
area_3,Other,66.5
area_2,Other,49.01
area_3,,63.59
area_5,Other,60.1
area_1,Other,62.7
area_2,Other,53.03
area_4,Other,51.05
area_4,Other,65.17
area_4,Other,57.78
area_5,,66.44
area_3,Other,65.92
area_4,,52.41
area_1,Other,56.67
area_2,Other,58.92
area_2,Other,53.92
area_3,Other,57.74
area_3,Other,57.66
area_1,Other,46.69
area_3,Other,57.17
area_2,Other,45.63
area_3,Other,69.03
area_3,Other,61.31
area_3,Other,70.45
area_2,Other,62.07
area_1,Other,42.94
area_4,Other,47.72
area_3,Other,71.11
area_1,Other,69.56
area_2,Other,61.64
area_3,Other,57.4
area_5,Other,63.28
area_3,Other,58.66
area_2,Other,47.07
area_2,Other,53.72
area_4,Other,60.55
area_5,Other,73.75
area_4,Other,61.94
area_5,Other,67.24
area_2,,50.68
area_4,Other,52.13
area_1,Other,50.15
area_1,Other,56.85
area_5,,63.7
area_5,Other,70.61
area_5,,61.66
area_2,Other,56.17
area_1,Other,64.85
Other,,66.92
area_3,Other,48.41
Other,,60.83
area_5,25.0,59.65
area_2,Other,42.72
area_4,Other,47.35
area_4,Other,61.36
area_5,,65.57
area_5,Other,69.22
area_2,Other,55.01
area_3,Other,64.26
area_5,Other,61.4
area_2,Other,52.49
area_3,Other,69.25
area_1,Other,61.27
area_5,25.0,52.62
area_4,Other,62.11
area_5,Other,64.63
area_2,Other,41.83
area_3,Other,61.96
area_5,Other,69.09
area_4,Other,51.36
area_1,,53.91
area_1,Other,50.51
Other,,64.99
area_2,,52.92
area_2,,54.24
area_5,25.0,69.11
area_1,Other,35.28
,,61.95
,,61.95
area_3,Other,61.97
area_1,Other,50.59
area_3,Other,58.96
area_5,25.0,57.68
area_4,Other,39.77
area_3,Other,65.61
area_1,Other,51.29
area_3,Other,51.74
area_2,Other,55.24
area_1,Other,61.63
area_3,Other,71.23
area_1,Other,43.0
area_4,Other,54.84
area_4,Other,51.21
area_3,Other,56.69
area_2,Other,57.81
area_5,Other,65.1
area_3,,61.85
area_5,Other,60.85
area_4,Other,48.52
area_5,25.0,61.9
area_4,Other,58.54
area_2,Other,73.1
area_2,Other,58.03
area_5,Other,73.77
area_3,Other,67.45
area_1,Other,55.76
area_3,Other,55.53
area_4,Other,56.18
area_5,Other,62.72
area_4,Other,43.21
area_2,Other,49.82
area_3,,56.49
area_3,Other,71.61
area_1,Other,59.05
area_4,Other,49.66
area_4,Other,50.98
area_3,Other,52.29
area_1,Other,63.53
area_5,25.0,58.71
area_1,Other,52.84
area_5,Other,68.56
area_1,Other,44.4
area_2,Other,56.57
area_3,Other,66.51
area_1,Other,68.17
area_5,Other,69.82
area_3,Other,67.76
area_1,Other,54.53
area_2,Other,56.89
area_3,,69.54
area_3,Other,62.35
area_1,Other,59.76
area_5,Other,70.8
area_3,,61.95
,,53.57
Other,,59.57
area_2,Other,52.99
area_3,Other,54.83
area_3,Other,65.79
area_1,Other,63.25
area_2,Other,37.46
area_4,Other,58.5
area_1,Other,54.87
area_3,Other,68.45
area_3,Other,61.78
area_1,Other,57.16
area_1,Other,58.09
,,62.9
,,62.9
area_1,Other,57.42
area_4,Other,46.8
area_1,Other,66.85
area_5,Other,67.37
area_2,Other,64.69
area_5,Other,67.78
area_2,Other,47.6
area_1,Other,53.57
area_2,Other,56.51
area_1,Other,53.51
area_2,Other,58.65
area_2,Other,65.45
Other,,64.81
area_2,Other,50.0
area_4,Other,56.5
area_4,Other,42.47
area_1,Other,46.9
area_2,Other,58.51
area_1,Other,48.33
area_5,Other,60.97
area_4,Other,57.63
area_3,Other,54.36
area_1,Other,54.09
area_3,Other,68.76
area_3,Other,60.32
area_3,Other,63.88
area_3,Other,72.52
area_3,Other,67.41
area_5,Other,56.78
area_3,Other,55.22
area_2,Other,49.99
area_1,Other,55.77
area_2,Other,48.07
area_4,,47.21
area_1,Other,58.85
area_3,Other,61.93
area_5,25.0,59.62
area_1,Other,54.45
area_5,Other,67.03
area_2,Other,51.58
,,62.01
,,62.01
area_1,Other,61.34
area_3,Other,71.14
area_5,Other,60.72
area_4,Other,46.52
area_1,Other,61.02
area_5,Other,53.48
area_1,Other,58.76
area_3,Other,58.34
area_4,Other,54.61
area_3,Other,62.35
area_3,Other,73.07
area_1,Other,55.11
area_2,Other,53.42
area_2,Other,43.94
area_2,Other,68.75
area_3,Other,70.26
area_1,Other,61.75
area_1,Other,56.55
area_5,25.0,63.45
area_2,Other,49.1
,,65.32
,,65.32
area_1,Other,51.72
area_2,Other,57.1
area_3,Other,62.33
area_1,Other,61.01
area_3,Other,67.63
area_3,Other,57.79
area_4,Other,56.44
area_3,Other,65.27
area_3,Other,66.32
area_3,Other,61.5
area_2,Other,35.32
area_5,Other,63.05
area_1,Other,54.22
area_5,Other,63.97
area_1,Other,63.53
area_1,Other,57.78
area_3,Other,66.56
area_3,Other,70.23
area_5,Other,66.84
,,58.57
area_3,Other,66.57
area_5,Other,72.19
area_2,Other,50.94
area_1,,54.85
area_3,Other,74.23
area_1,Other,59.46
area_2,Other,58.86
area_3,Other,71.58
area_1,Other,62.49
,,63.72
,,63.72
area_3,Other,55.63
area_3,Other,74.93
area_1,Other,51.91
area_3,Other,64.47
area_5,,63.64
area_5,Other,60.18
area_1,,50.5
area_5,25.0,60.08
area_3,Other,72.97
area_2,Other,54.05
area_1,Other,63.09
area_3,Other,69.4
area_3,Other,65.0
area_4,Other,42.84
area_5,Other,59.65
area_2,Other,51.9
area_3,Other,60.85
area_3,Other,63.11
area_2,Other,57.56
area_5,Other,64.19
area_3,Other,67.76
area_1,Other,53.23
area_3,Other,63.65
area_2,Other,52.66
area_5,Other,67.76
Other,,68.27
,,65.69
area_5,25.0,54.82
area_3,Other,73.22
area_2,Other,45.09
area_1,Other,40.62
area_4,Other,54.33
area_3,Other,70.34
area_3,Other,65.64
area_1,Other,59.4
area_2,Other,53.88
area_1,Other,48.5
area_3,Other,60.9
area_1,,45.12
area_3,Other,59.18
area_3,Other,55.13
area_3,Other,55.78
area_3,Other,58.35
area_5,25.0,54.15
area_3,Other,61.62
area_2,Other,56.89
area_4,Other,57.04
area_5,Other,65.47
area_2,Other,50.68
area_4,Other,38.08
area_2,Other,53.59
area_2,Other,46.55
area_3,Other,63.05
area_2,Other,59.6
area_2,Other,60.81
area_1,Other,52.08
area_5,,63.18
area_3,Other,71.26
area_4,Other,40.13
area_4,Other,48.24
area_3,Other,69.54
area_2,Other,57.09
area_3,Other,70.29
area_5,Other,67.69
area_3,Other,61.44
area_5,Other,67.6
area_3,Other,69.58
area_1,Other,58.09
area_2,Other,56.85
area_1,Other,46.61
area_5,25.0,52.9
area_5,25.0,58.54
area_3,Other,67.86
area_3,Other,62.55
area_5,25.0,65.79
area_3,Other,64.05
area_5,Other,64.02
area_2,Other,56.36
area_5,Other,67.3
area_3,Other,58.49
area_2,Other,41.68
area_2,Other,55.98
area_5,Other,66.47
area_1,Other,43.62
area_4,Other,53.56
area_1,Other,55.21
area_5,Other,67.75
area_1,Other,59.35
area_1,Other,50.68
area_1,Other,59.51
area_4,Other,56.41
area_2,Other,60.45
area_5,25.0,55.98
area_5,25.0,57.48
area_1,Other,57.05
area_5,Other,56.11
area_2,Other,48.03
area_3,Other,67.69
area_1,Other,46.33
area_4,Other,45.19
area_1,Other,55.13
area_2,Other,52.95
area_4,Other,50.7
area_3,Other,61.42
area_3,Other,61.43
area_1,Other,55.99
area_3,Other,66.0
area_1,Other,56.54
area_3,Other,59.18
area_4,Other,47.21
area_5,25.0,67.12
area_1,Other,45.43
area_1,Other,39.83
area_1,Other,59.54
area_3,Other,68.45
area_2,Other,52.81
area_2,Other,64.95
area_3,Other,62.91
area_2,Other,58.35
area_1,Other,60.14
area_4,Other,52.49
area_3,Other,63.85
area_3,Other,72.35
area_4,Other,52.75
area_1,Other,58.39
area_3,Other,68.17
Other,,60.06
area_5,Other,64.65
area_4,Other,57.51
Other,,59.7
area_4,Other,48.54
area_5,Other,65.39
area_2,,55.88
area_2,Other,49.23
area_2,Other,35.09
area_3,Other,63.71
area_1,Other,58.39
area_3,Other,62.74
area_4,Other,49.05
area_5,Other,64.46
area_4,Other,57.19
area_1,,59.28
area_1,Other,45.56
area_5,Other,70.18
area_3,Other,63.55
area_4,Other,41.92
area_4,Other,42.38
area_4,Other,48.82
area_3,Other,66.02
area_3,Other,67.63
area_4,Other,54.85
area_3,Other,67.43
area_4,Other,62.67
area_3,Other,48.39
area_3,Other,69.02
area_5,25.0,60.99
area_5,Other,73.11
area_4,Other,48.45
area_1,Other,48.63
area_2,Other,53.29
area_5,,62.45
area_4,Other,47.84
area_4,Other,47.58
area_3,Other,52.59
area_2,Other,59.76
area_3,Other,59.89
area_2,Other,40.09
area_2,Other,52.63
area_2,Other,53.38
area_1,Other,62.18
area_1,Other,53.7
area_4,Other,57.88
area_3,Other,66.42
area_1,Other,63.48
area_2,Other,55.95
area_4,Other,50.0
area_5,Other,76.67
area_3,Other,61.7
Other,,68.69
area_4,Other,42.57
area_1,Other,52.53
area_3,Other,62.65
area_3,,59.95
area_2,Other,53.36
area_3,Other,61.3
area_4,Other,49.3
area_1,Other,48.18
Other,,68.23
area_4,Other,55.01
area_5,,59.75
area_4,Other,60.36
area_4,Other,58.03
area_1,Other,58.18
area_5,Other,67.53
area_2,Other,54.84
area_3,Other,68.94
area_1,Other,59.99
area_3,Other,70.33
area_5,Other,61.35
area_5,Other,63.81
area_1,Other,49.72
area_1,Other,53.44
area_2,Other,49.46
area_3,Other,68.71
area_5,,61.11
area_1,Other,60.3
area_2,Other,44.56
area_3,Other,58.3
area_2,Other,62.52
area_2,Other,48.15
area_5,Other,62.62
,,59.19
,,59.19
area_2,Other,57.62
area_4,Other,59.6
area_5,Other,63.09
area_4,Other,66.41
area_1,Other,65.38
area_4,Other,44.68
area_2,Other,54.24
area_4,Other,56.54
area_1,Other,50.71
area_1,Other,66.27
area_3,Other,57.12
area_1,Other,55.54
area_4,Other,48.77
area_4,Other,54.96
area_5,Other,68.57
area_5,Other,60.44
area_2,Other,54.09
area_3,Other,52.51
area_1,Other,63.57
area_3,Other,69.95
area_1,Other,59.13
area_3,Other,64.07
area_3,Other,60.6
area_4,Other,55.74
area_2,,58.49
area_3,Other,57.5
area_2,Other,44.9
area_5,Other,57.44
area_2,Other,60.07
area_5,Other,58.59
area_2,Other,51.75
area_1,Other,49.61
area_3,Other,66.39
area_3,Other,59.91
area_2,Other,57.68
area_3,Other,69.31
area_1,Other,47.24
area_3,Other,65.55
Other,,61.39
,,64.92
area_5,Other,61.52
area_4,Other,50.76
area_2,Other,68.52
area_3,Other,51.9
area_4,Other,53.94
area_5,Other,63.81
area_3,Other,56.13
area_4,Other,56.54
area_3,Other,74.04
area_1,Other,48.65
area_5,Other,54.29
area_1,Other,63.98
area_3,Other,68.89
area_5,Other,58.86
area_1,Other,50.17
area_3,Other,66.25
area_3,Other,61.56
area_2,Other,63.35
area_4,Other,51.78
area_1,Other,45.59
